Name,University,Day,Time,Available
M8,University of Manitoba,M,54,1
M8,University of Manitoba,M,55,1
M8,University of Manitoba,M,56,1
M8,University of Manitoba,M,57,1
M8,University of Manitoba,T,24,1
M8,University of Manitoba,T,25,0
M8,University of Manitoba,T,26,1
M8,University of Manitoba,T,27,1
M8,University of Manitoba,T,28,1
M8,University of Manitoba,T,29,1
M8,University of Manitoba,T,30,1
M8,University of Manitoba,T,31,1
M8,University of Manitoba,T,32,1
M8,University of Manitoba,T,33,1
M8,University of Manitoba,T,34,0
M8,University of Manitoba,T,35,0
M8,University of Manitoba,T,36,1
M8,University of Manitoba,T,37,1
M8,University of Manitoba,T,38,1
M8,University of Manitoba,T,39,1
M8,University of Manitoba,T,40,0
M8,University of Manitoba,T,41,1
M8,University of Manitoba,T,42,1
M8,University of Manitoba,T,43,1
M8,University of Manitoba,T,44,1
M8,University of Manitoba,T,45,1
M8,University of Manitoba,T,46,1
M8,University of Manitoba,T,47,1
M8,University of Manitoba,T,48,1
M8,University of Manitoba,T,49,1
M8,University of Manitoba,T,50,1
M8,University of Manitoba,T,51,1
M8,University of Manitoba,T,52,1
M8,University of Manitoba,T,53,1
M8,University of Manitoba,T,54,1
M8,University of Manitoba,T,55,1
M8,University of Manitoba,T,56,1
M8,University of Manitoba,T,57,1
M8,University of Manitoba,W,24,1
M8,University of Manitoba,W,25,0
M8,University of Manitoba,W,26,1
M8,University of Manitoba,W,27,0
M8,University of Manitoba,W,28,0
M8,University of Manitoba,W,29,0
M8,University of Manitoba,W,30,0
M8,University of Manitoba,W,31,0
M8,University of Manitoba,W,32,0
M8,University of Manitoba,W,33,1
M8,University of Manitoba,W,34,0
M8,University of Manitoba,W,35,0
M8,University of Manitoba,W,36,1
M8,University of Manitoba,W,37,1
M8,University of Manitoba,W,38,1
M8,University of Manitoba,W,39,1
M8,University of Manitoba,W,40,0
M8,University of Manitoba,W,41,1
M8,University of Manitoba,W,42,1
M8,University of Manitoba,W,43,1
M8,University of Manitoba,W,44,1
M8,University of Manitoba,W,45,1
M8,University of Manitoba,W,46,1
M8,University of Manitoba,W,47,1
M8,University of Manitoba,W,48,1
M8,University of Manitoba,W,49,1
M8,University of Manitoba,W,50,1
M8,University of Manitoba,W,51,1
M8,University of Manitoba,W,52,1
M8,University of Manitoba,W,53,1
M8,University of Manitoba,W,54,1
M8,University of Manitoba,W,55,1
M8,University of Manitoba,W,56,1
M8,University of Manitoba,W,57,1
M8,University of Manitoba,Th,24,1
M8,University of Manitoba,Th,25,0
M8,University of Manitoba,Th,26,1
M8,University of Manitoba,Th,27,1
M8,University of Manitoba,Th,28,1
M8,University of Manitoba,Th,29,1
M8,University of Manitoba,Th,30,1
M8,University of Manitoba,Th,31,1
M8,University of Manitoba,Th,32,1
M8,University of Manitoba,Th,33,1
M8,University of Manitoba,Th,34,0
M8,University of Manitoba,Th,35,0
M8,University of Manitoba,Th,36,1
M8,University of Manitoba,Th,37,1
M8,University of Manitoba,Th,38,1
M8,University of Manitoba,Th,39,1
M8,University of Manitoba,Th,40,0
M8,University of Manitoba,Th,41,1
M8,University of Manitoba,Th,42,1
M8,University of Manitoba,Th,43,1
M8,University of Manitoba,Th,44,1
M8,University of Manitoba,Th,45,1
M8,University of Manitoba,Th,46,1
M8,University of Manitoba,Th,47,1
M8,University of Manitoba,Th,48,1
M8,University of Manitoba,Th,49,1
M8,University of Manitoba,Th,50,1
M8,University of Manitoba,Th,51,1
M8,University of Manitoba,Th,52,1
M8,University of Manitoba,Th,53,1
M8,University of Manitoba,Th,54,1
M8,University of Manitoba,Th,55,1
M8,University of Manitoba,Th,56,1
M8,University of Manitoba,Th,57,1
M8,University of Manitoba,F,24,1
M8,University of Manitoba,F,25,0
M8,University of Manitoba,F,26,1
M8,University of Manitoba,F,27,1
M8,University of Manitoba,F,28,1
M8,University of Manitoba,F,29,1
M8,University of Manitoba,F,30,1
M8,University of Manitoba,F,31,1
M8,University of Manitoba,F,32,1
M8,University of Manitoba,F,33,1
M8,University of Manitoba,F,34,0
M8,University of Manitoba,F,35,0
M8,University of Manitoba,F,36,1
M8,University of Manitoba,F,37,1
M8,University of Manitoba,F,38,1
M8,University of Manitoba,F,39,1
M8,University of Manitoba,F,40,0
M8,University of Manitoba,F,41,1
M8,University of Manitoba,F,42,1
M8,University of Manitoba,F,43,1
M8,University of Manitoba,F,44,1
M8,University of Manitoba,F,45,1
M8,University of Manitoba,F,46,1
M8,University of Manitoba,F,47,1
M8,University of Manitoba,F,48,1
M8,University of Manitoba,F,49,1
M8,University of Manitoba,F,50,1
M8,University of Manitoba,F,51,1
M8,University of Manitoba,F,52,1
M8,University of Manitoba,F,53,1
M8,University of Manitoba,F,54,1
M8,University of Manitoba,F,55,1
M8,University of Manitoba,F,56,1
M8,University of Manitoba,F,57,1
M9,National Research Council,M,24,1
M9,National Research Council,M,25,1
M9,National Research Council,M,26,1
M9,National Research Council,M,27,1
M9,National Research Council,M,28,0
M9,National Research Council,M,29,1
M9,National Research Council,M,30,1
M9,National Research Council,M,31,1
M9,National Research Council,M,32,1
M9,National Research Council,M,33,1
M9,National Research Council,M,34,1
M9,National Research Council,M,35,1
M9,National Research Council,M,36,1
M9,National Research Council,M,37,0
M9,National Research Council,M,38,0
M9,National Research Council,M,39,1
M9,National Research Council,M,40,1
M9,National Research Council,M,41,1
M9,National Research Council,M,42,1
M9,National Research Council,M,43,0
M9,National Research Council,M,44,1
M9,National Research Council,M,45,1
M9,National Research Council,M,46,1
M9,National Research Council,M,47,1
M9,National Research Council,M,48,1
M9,National Research Council,M,49,1
M9,National Research Council,M,50,1
M9,National Research Council,M,51,1
M9,National Research Council,M,52,1
M9,National Research Council,M,53,1
M9,National Research Council,M,54,1
M9,National Research Council,M,55,1
M9,National Research Council,M,56,1
M9,National Research Council,M,57,1
M9,National Research Council,T,24,1
M9,National Research Council,T,25,1
M9,National Research Council,T,26,1
M9,National Research Council,T,27,1
M9,National Research Council,T,28,0
M9,National Research Council,T,29,1
M9,National Research Council,T,30,1
M9,National Research Council,T,31,1
M9,National Research Council,T,32,1
M9,National Research Council,T,33,1
M9,National Research Council,T,34,1
M9,National Research Council,T,35,1
M9,National Research Council,T,36,1
M9,National Research Council,T,37,0
M9,National Research Council,T,38,0
M9,National Research Council,T,39,1
M9,National Research Council,T,40,1
M9,National Research Council,T,41,1
M9,National Research Council,T,42,1
M9,National Research Council,T,43,0
M9,National Research Council,T,44,1
M9,National Research Council,T,45,1
M9,National Research Council,T,46,1
M9,National Research Council,T,47,1
M9,National Research Council,T,48,1
M9,National Research Council,T,49,1
M9,National Research Council,T,50,1
M9,National Research Council,T,51,1
M9,National Research Council,T,52,1
M9,National Research Council,T,53,1
M9,National Research Council,T,54,1
M9,National Research Council,T,55,1
M9,National Research Council,T,56,1
M9,National Research Council,T,57,1
M9,National Research Council,W,24,1
M9,National Research Council,W,25,1
M9,National Research Council,W,26,1
M9,National Research Council,W,27,1
M9,National Research Council,W,28,0
M9,National Research Council,W,29,1
M9,National Research Council,W,30,1
M9,National Research Council,W,31,1
M9,National Research Council,W,32,1
M9,National Research Council,W,33,1
M9,National Research Council,W,34,1
M9,National Research Council,W,35,1
M9,National Research Council,W,36,1
M9,National Research Council,W,37,0
M9,National Research Council,W,38,0
M9,National Research Council,W,39,1
M9,National Research Council,W,40,1
M9,National Research Council,W,41,1
M9,National Research Council,W,42,1
M9,National Research Council,W,43,0
M9,National Research Council,W,44,1
M9,National Research Council,W,45,1
M9,National Research Council,W,46,1
M9,National Research Council,W,47,1
M9,National Research Council,W,48,1
M9,National Research Council,W,49,1
M9,National Research Council,W,50,1
M9,National Research Council,W,51,1
M9,National Research Council,W,52,1
M9,National Research Council,W,53,1
M9,National Research Council,W,54,1
M9,National Research Council,W,55,1
M9,National Research Council,W,56,1
M9,National Research Council,W,57,1
M9,National Research Council,Th,24,0
M9,National Research Council,Th,25,0
M9,National Research Council,Th,26,0
M9,National Research Council,Th,27,0
M9,National Research Council,Th,28,0
M9,National Research Council,Th,29,0
M9,National Research Council,Th,30,0
M9,National Research Council,Th,31,0
M9,National Research Council,Th,32,0
M9,National Research Council,Th,33,0
M9,National Research Council,Th,34,0
M9,National Research Council,Th,35,0
M9,National Research Council,Th,36,1
M9,National Research Council,Th,37,0
M9,National Research Council,Th,38,0
M9,National Research Council,Th,39,1
M9,National Research Council,Th,40,1
M9,National Research Council,Th,41,1
M9,National Research Council,Th,42,1
M9,National Research Council,Th,43,0
M9,National Research Council,Th,44,1
M9,National Research Council,Th,45,1
M9,National Research Council,Th,46,1
M9,National Research Council,Th,47,1
M9,National Research Council,Th,48,1
M9,National Research Council,Th,49,1
M9,National Research Council,Th,50,1
M9,National Research Council,Th,51,1
M9,National Research Council,Th,52,1
M9,National Research Council,Th,53,1
M9,National Research Council,Th,54,1
M9,National Research Council,Th,55,1
M9,National Research Council,Th,56,1
M9,National Research Council,Th,57,1
M9,National Research Council,F,24,1
M9,National Research Council,F,25,1
M9,National Research Council,F,26,1
M9,National Research Council,F,27,1
M9,National Research Council,F,28,0
M9,National Research Council,F,29,1
M9,National Research Council,F,30,1
M9,National Research Council,F,31,1
M9,National Research Council,F,32,1
M9,National Research Council,F,33,1
M9,National Research Council,F,34,1
M9,National Research Council,F,35,1
M9,National Research Council,F,36,1
M9,National Research Council,F,37,0
M9,National Research Council,F,38,0
M9,National Research Council,F,39,1
M9,National Research Council,F,40,1
M9,National Research Council,F,41,1
M9,National Research Council,F,42,1
M9,National Research Council,F,43,0
M9,National Research Council,F,44,1
M9,National Research Council,F,45,1
M9,National Research Council,F,46,1
M9,National Research Council,F,47,1
M9,National Research Council,F,48,1
M9,National Research Council,F,49,1
M9,National Research Council,F,50,1
M9,National Research Council,F,51,1
M9,National Research Council,F,52,1
M9,National Research Council,F,53,1
M9,National Research Council,F,54,1
M9,National Research Council,F,55,1
M9,National Research Council,F,56,1
M9,National Research Council,F,57,1
M10,Royal Military College of Canada,M,24,1
M10,Royal Military College of Canada,M,25,1
M10,Royal Military College of Canada,M,26,1
M10,Royal Military College of Canada,M,27,1
M10,Royal Military College of Canada,M,28,0
M10,Royal Military College of Canada,M,29,1
M10,Royal Military College of Canada,M,30,1
M10,Royal Military College of Canada,M,31,1
M10,Royal Military College of Canada,M,32,1
M10,Royal Military College of Canada,M,33,1
M10,Royal Military College of Canada,M,34,1
M10,Royal Military College of Canada,M,35,1
M10,Royal Military College of Canada,M,36,1
M10,Royal Military College of Canada,M,37,0
M10,Royal Military College of Canada,M,38,0
M10,Royal Military College of Canada,M,39,1
M10,Royal Military College of Canada,M,40,1
M10,Royal Military College of Canada,M,41,1
M10,Royal Military College of Canada,M,42,1
M10,Royal Military College of Canada,M,43,0
M10,Royal Military College of Canada,M,44,1
M10,Royal Military College of Canada,M,45,1
M10,Royal Military College of Canada,M,46,1
M10,Royal Military College of Canada,M,47,1
M10,Royal Military College of Canada,M,48,1
M10,Royal Military College of Canada,M,49,1
M10,Royal Military College of Canada,M,50,1
M10,Royal Military College of Canada,M,51,1
M10,Royal Military College of Canada,M,52,1
M10,Royal Military College of Canada,M,53,1
M10,Royal Military College of Canada,M,54,1
M10,Royal Military College of Canada,M,55,1
M10,Royal Military College of Canada,M,56,1
M10,Royal Military College of Canada,M,57,1
M10,Royal Military College of Canada,T,24,1
M10,Royal Military College of Canada,T,25,1
M10,Royal Military College of Canada,T,26,1
M10,Royal Military College of Canada,T,27,1
M10,Royal Military College of Canada,T,28,0
M10,Royal Military College of Canada,T,29,1
M10,Royal Military College of Canada,T,30,1
M10,Royal Military College of Canada,T,31,1
M10,Royal Military College of Canada,T,32,1
M10,Royal Military College of Canada,T,33,1
M10,Royal Military College of Canada,T,34,1
M10,Royal Military College of Canada,T,35,1
M10,Royal Military College of Canada,T,36,1
M10,Royal Military College of Canada,T,37,0
M10,Royal Military College of Canada,T,38,0
M10,Royal Military College of Canada,T,39,1
M10,Royal Military College of Canada,T,40,1
M10,Royal Military College of Canada,T,41,1
M10,Royal Military College of Canada,T,42,1
M10,Royal Military College of Canada,T,43,0
M10,Royal Military College of Canada,T,44,1
M10,Royal Military College of Canada,T,45,1
M10,Royal Military College of Canada,T,46,1
M10,Royal Military College of Canada,T,47,1
M10,Royal Military College of Canada,T,48,1
M10,Royal Military College of Canada,T,49,1
M10,Royal Military College of Canada,T,50,1
M10,Royal Military College of Canada,T,51,1
M10,Royal Military College of Canada,T,52,1
M10,Royal Military College of Canada,T,53,1
M10,Royal Military College of Canada,T,54,1
M10,Royal Military College of Canada,T,55,1
M10,Royal Military College of Canada,T,56,1
M10,Royal Military College of Canada,T,57,1
M10,Royal Military College of Canada,W,24,1
M10,Royal Military College of Canada,W,25,1
M10,Royal Military College of Canada,W,26,1
M10,Royal Military College of Canada,W,27,1
M10,Royal Military College of Canada,W,28,0
M10,Royal Military College of Canada,W,29,1
M10,Royal Military College of Canada,W,30,1
M10,Royal Military College of Canada,W,31,1
M10,Royal Military College of Canada,W,32,1
M10,Royal Military College of Canada,W,33,1
M10,Royal Military College of Canada,W,34,1
M10,Royal Military College of Canada,W,35,1
M10,Royal Military College of Canada,W,36,1
M10,Royal Military College of Canada,W,37,0
M10,Royal Military College of Canada,W,38,0
M10,Royal Military College of Canada,W,39,1
M10,Royal Military College of Canada,W,40,1
M10,Royal Military College of Canada,W,41,1
M10,Royal Military College of Canada,W,42,1
M10,Royal Military College of Canada,W,43,0
M10,Royal Military College of Canada,W,44,1
M10,Royal Military College of Canada,W,45,1
M10,Royal Military College of Canada,W,46,1
M10,Royal Military College of Canada,W,47,1
M10,Royal Military College of Canada,W,48,1
M10,Royal Military College of Canada,W,49,1
M10,Royal Military College of Canada,W,50,1
M10,Royal Military College of Canada,W,51,1
M10,Royal Military College of Canada,W,52,1
M10,Royal Military College of Canada,W,53,1
M10,Royal Military College of Canada,W,54,1
M10,Royal Military College of Canada,W,55,1
M10,Royal Military College of Canada,W,56,1
M10,Royal Military College of Canada,W,57,1
M10,Royal Military College of Canada,Th,24,1
M10,Royal Military College of Canada,Th,25,1
M10,Royal Military College of Canada,Th,26,1
M10,Royal Military College of Canada,Th,27,1
M10,Royal Military College of Canada,Th,28,0
M10,Royal Military College of Canada,Th,29,1
M10,Royal Military College of Canada,Th,30,1
M10,Royal Military College of Canada,Th,31,1
M10,Royal Military College of Canada,Th,32,1
M10,Royal Military College of Canada,Th,33,1
M10,Royal Military College of Canada,Th,34,1
M10,Royal Military College of Canada,Th,35,1
M10,Royal Military College of Canada,Th,36,1
M10,Royal Military College of Canada,Th,37,0
M10,Royal Military College of Canada,Th,38,0
M10,Royal Military College of Canada,Th,39,1
M10,Royal Military College of Canada,Th,40,1
M10,Royal Military College of Canada,Th,41,1
M10,Royal Military College of Canada,Th,42,1
M10,Royal Military College of Canada,Th,43,0
M10,Royal Military College of Canada,Th,44,1
M10,Royal Military College of Canada,Th,45,1
M10,Royal Military College of Canada,Th,46,1
M10,Royal Military College of Canada,Th,47,1
M10,Royal Military College of Canada,Th,48,1
M10,Royal Military College of Canada,Th,49,1
M10,Royal Military College of Canada,Th,50,1
M10,Royal Military College of Canada,Th,51,1
M10,Royal Military College of Canada,Th,52,1
M10,Royal Military College of Canada,Th,53,1
M10,Royal Military College of Canada,Th,54,1
M10,Royal Military College of Canada,Th,55,1
M10,Royal Military College of Canada,Th,56,1
M10,Royal Military College of Canada,Th,57,1
M10,Royal Military College of Canada,F,24,1
M10,Royal Military College of Canada,F,25,1
M10,Royal Military College of Canada,F,26,1
M10,Royal Military College of Canada,F,27,1
M10,Royal Military College of Canada,F,28,0
M10,Royal Military College of Canada,F,29,1
M10,Royal Military College of Canada,F,30,1
M10,Royal Military College of Canada,F,31,1
M10,Royal Military College of Canada,F,32,1
M10,Royal Military College of Canada,F,33,0
M10,Royal Military College of Canada,F,34,0
M10,Royal Military College of Canada,F,35,0
M10,Royal Military College of Canada,F,36,0
M10,Royal Military College of Canada,F,37,0
M10,Royal Military College of Canada,F,38,0
M10,Royal Military College of Canada,F,39,1
M10,Royal Military College of Canada,F,40,1
M10,Royal Military College of Canada,F,41,1
M10,Royal Military College of Canada,F,42,1
M10,Royal Military College of Canada,F,43,0
M10,Royal Military College of Canada,F,44,1
M10,Royal Military College of Canada,F,45,1
M10,Royal Military College of Canada,F,46,1
M10,Royal Military College of Canada,F,47,1
M10,Royal Military College of Canada,F,48,1
M10,Royal Military College of Canada,F,49,1
M10,Royal Military College of Canada,F,50,1
M10,Royal Military College of Canada,F,51,1
M10,Royal Military College of Canada,F,52,1
M10,Royal Military College of Canada,F,53,1
M10,Royal Military College of Canada,F,54,1
M10,Royal Military College of Canada,F,55,1
M10,Royal Military College of Canada,F,56,1
M10,Royal Military College of Canada,F,57,1
M11,Dalhousie University,M,24,1
M11,Dalhousie University,M,25,1
M11,Dalhousie University,M,26,1
M11,Dalhousie University,M,27,1
M11,Dalhousie University,M,28,1
M11,Dalhousie University,M,29,1
M11,Dalhousie University,M,30,1
M11,Dalhousie University,M,31,0
M11,Dalhousie University,M,32,1
M11,Dalhousie University,M,33,1
M11,Dalhousie University,M,34,1
M11,Dalhousie University,M,35,1
M11,Dalhousie University,M,36,0
M11,Dalhousie University,M,37,0
M11,Dalhousie University,M,38,0
M11,Dalhousie University,M,39,0
M11,Dalhousie University,M,40,0
M11,Dalhousie University,M,41,0
M11,Dalhousie University,M,42,1
M11,Dalhousie University,M,43,1
M11,Dalhousie University,M,44,1
M11,Dalhousie University,M,45,1
M11,Dalhousie University,M,46,0
M11,Dalhousie University,M,47,1
M11,Dalhousie University,M,48,1
M11,Dalhousie University,M,49,1
M11,Dalhousie University,M,50,1
M11,Dalhousie University,M,51,1
M11,Dalhousie University,M,52,1
M11,Dalhousie University,M,53,1
M11,Dalhousie University,M,54,1
M11,Dalhousie University,M,55,1
M11,Dalhousie University,M,56,1
M11,Dalhousie University,M,57,1
M11,Dalhousie University,T,24,1
M11,Dalhousie University,T,25,1
M11,Dalhousie University,T,26,1
M11,Dalhousie University,T,27,1
M11,Dalhousie University,T,28,1
M11,Dalhousie University,T,29,1
M11,Dalhousie University,T,30,1
M11,Dalhousie University,T,31,0
M11,Dalhousie University,T,32,1
M11,Dalhousie University,T,33,1
M11,Dalhousie University,T,34,1
M11,Dalhousie University,T,35,1
M11,Dalhousie University,T,36,1
M11,Dalhousie University,T,37,1
M11,Dalhousie University,T,38,1
M11,Dalhousie University,T,39,1
M11,Dalhousie University,T,40,0
M11,Dalhousie University,T,41,0
M11,Dalhousie University,T,42,1
M11,Dalhousie University,T,43,1
M11,Dalhousie University,T,44,1
M11,Dalhousie University,T,45,1
M11,Dalhousie University,T,46,0
M11,Dalhousie University,T,47,1
M11,Dalhousie University,T,48,1
M11,Dalhousie University,T,49,1
M11,Dalhousie University,T,50,1
M11,Dalhousie University,T,51,1
M11,Dalhousie University,T,52,1
M11,Dalhousie University,T,53,1
M11,Dalhousie University,T,54,1
M11,Dalhousie University,T,55,1
M11,Dalhousie University,T,56,1
M11,Dalhousie University,T,57,1
M11,Dalhousie University,W,24,1
M11,Dalhousie University,W,25,1
M11,Dalhousie University,W,26,1
M11,Dalhousie University,W,27,1
M11,Dalhousie University,W,28,1
M11,Dalhousie University,W,29,1
M11,Dalhousie University,W,30,1
M11,Dalhousie University,W,31,0
M11,Dalhousie University,W,32,1
M11,Dalhousie University,W,33,1
M11,Dalhousie University,W,34,1
M11,Dalhousie University,W,35,1
M11,Dalhousie University,W,36,1
M11,Dalhousie University,W,37,1
M11,Dalhousie University,W,38,1
M11,Dalhousie University,W,39,1
M11,Dalhousie University,W,40,0
M11,Dalhousie University,W,41,0
M11,Dalhousie University,W,42,1
M11,Dalhousie University,W,43,1
M11,Dalhousie University,W,44,1
M11,Dalhousie University,W,45,1
M11,Dalhousie University,W,46,0
M11,Dalhousie University,W,47,1
M11,Dalhousie University,W,48,1
M11,Dalhousie University,W,49,1
M11,Dalhousie University,W,50,1
M11,Dalhousie University,W,51,1
M11,Dalhousie University,W,52,1
M11,Dalhousie University,W,53,1
M11,Dalhousie University,W,54,1
M11,Dalhousie University,W,55,1
M11,Dalhousie University,W,56,1
M11,Dalhousie University,W,57,1
M11,Dalhousie University,Th,24,1
M11,Dalhousie University,Th,25,1
M11,Dalhousie University,Th,26,1
M11,Dalhousie University,Th,27,1
M11,Dalhousie University,Th,28,1
M11,Dalhousie University,Th,29,1
M11,Dalhousie University,Th,30,1
M11,Dalhousie University,Th,31,0
M11,Dalhousie University,Th,32,1
M11,Dalhousie University,Th,33,1
M11,Dalhousie University,Th,34,1
M11,Dalhousie University,Th,35,1
M11,Dalhousie University,Th,36,0
M11,Dalhousie University,Th,37,0
M11,Dalhousie University,Th,38,0
M11,Dalhousie University,Th,39,0
M11,Dalhousie University,Th,40,0
M11,Dalhousie University,Th,41,0
M11,Dalhousie University,Th,42,1
M11,Dalhousie University,Th,43,1
M11,Dalhousie University,Th,44,1
M11,Dalhousie University,Th,45,1
M11,Dalhousie University,Th,46,0
M11,Dalhousie University,Th,47,1
M11,Dalhousie University,Th,48,1
M11,Dalhousie University,Th,49,1
M11,Dalhousie University,Th,50,1
M11,Dalhousie University,Th,51,1
M11,Dalhousie University,Th,52,1
M11,Dalhousie University,Th,53,1
M11,Dalhousie University,Th,54,1
M11,Dalhousie University,Th,55,1
M11,Dalhousie University,Th,56,1
M11,Dalhousie University,Th,57,1
M11,Dalhousie University,F,24,1
M11,Dalhousie University,F,25,1
M11,Dalhousie University,F,26,1
M11,Dalhousie University,F,27,1
M11,Dalhousie University,F,28,1
M11,Dalhousie University,F,29,1
M11,Dalhousie University,F,30,1
M11,Dalhousie University,F,31,0
M11,Dalhousie University,F,32,1
M11,Dalhousie University,F,33,1
M11,Dalhousie University,F,34,1
M11,Dalhousie University,F,35,1
M11,Dalhousie University,F,36,1
M11,Dalhousie University,F,37,1
M11,Dalhousie University,F,38,1
M11,Dalhousie University,F,39,1
M11,Dalhousie University,F,40,0
M11,Dalhousie University,F,41,0
M11,Dalhousie University,F,42,1
M11,Dalhousie University,F,43,1
M11,Dalhousie University,F,44,1
M11,Dalhousie University,F,45,1
M11,Dalhousie University,F,46,0
M11,Dalhousie University,F,47,1
M11,Dalhousie University,F,48,1
M11,Dalhousie University,F,49,1
M11,Dalhousie University,F,50,1
M11,Dalhousie University,F,51,1
M11,Dalhousie University,F,52,1
M11,Dalhousie University,F,53,1
M11,Dalhousie University,F,54,1
M11,Dalhousie University,F,55,1
M11,Dalhousie University,F,56,1
M11,Dalhousie University,F,57,1
M12,University of Windsor,M,24,1
M12,University of Windsor,M,25,1
M12,University of Windsor,M,26,1
M12,University of Windsor,M,27,1
M12,University of Windsor,M,28,0
M12,University of Windsor,M,29,1
M12,University of Windsor,M,30,1
M12,University of Windsor,M,31,1
M12,University of Windsor,M,32,1
M12,University of Windsor,M,33,1
M12,University of Windsor,M,34,1
M12,University of Windsor,M,35,1
M12,University of Windsor,M,36,1
M12,University of Windsor,M,37,0
M12,University of Windsor,M,38,0
M12,University of Windsor,M,39,1
M12,University of Windsor,M,40,1
M12,University of Windsor,M,41,1
M12,University of Windsor,M,42,0
M12,University of Windsor,M,43,0
M12,University of Windsor,M,44,0
M12,University of Windsor,M,45,0
M12,University of Windsor,M,46,0
M12,University of Windsor,M,47,0
M12,University of Windsor,M,48,1
M12,University of Windsor,M,49,1
M12,University of Windsor,M,50,1
M12,University of Windsor,M,51,1
M12,University of Windsor,M,52,1
M12,University of Windsor,M,53,1
M12,University of Windsor,M,54,1
M12,University of Windsor,M,55,1
M12,University of Windsor,M,56,1
M12,University of Windsor,M,57,1
M12,University of Windsor,T,24,1
M12,University of Windsor,T,25,1
M12,University of Windsor,T,26,1
M12,University of Windsor,T,27,1
M12,University of Windsor,T,28,0
M12,University of Windsor,T,29,1
M12,University of Windsor,T,30,1
M12,University of Windsor,T,31,1
M12,University of Windsor,T,32,1
M12,University of Windsor,T,33,1
M12,University of Windsor,T,34,1
M12,University of Windsor,T,35,1
M12,University of Windsor,T,36,1
M12,University of Windsor,T,37,0
M12,University of Windsor,T,38,0
M12,University of Windsor,T,39,1
M12,University of Windsor,T,40,1
M12,University of Windsor,T,41,1
M12,University of Windsor,T,42,1
M12,University of Windsor,T,43,0
M12,University of Windsor,T,44,1
M12,University of Windsor,T,45,1
M12,University of Windsor,T,46,1
M12,University of Windsor,T,47,1
M12,University of Windsor,T,48,1
M12,University of Windsor,T,49,1
M12,University of Windsor,T,50,1
M12,University of Windsor,T,51,1
M12,University of Windsor,T,52,1
M12,University of Windsor,T,53,1
M12,University of Windsor,T,54,1
M12,University of Windsor,T,55,1
M12,University of Windsor,T,56,1
M12,University of Windsor,T,57,1
M12,University of Windsor,W,24,1
M12,University of Windsor,W,25,1
M12,University of Windsor,W,26,1
M12,University of Windsor,W,27,1
M12,University of Windsor,W,28,0
M12,University of Windsor,W,29,1
M12,University of Windsor,W,30,1
M12,University of Windsor,W,31,1
M12,University of Windsor,W,32,1
M12,University of Windsor,W,33,1
M12,University of Windsor,W,34,1
M12,University of Windsor,W,35,1
M12,University of Windsor,W,36,1
M12,University of Windsor,W,37,0
M12,University of Windsor,W,38,0
M12,University of Windsor,W,39,1
M12,University of Windsor,W,40,1
M12,University of Windsor,W,41,1
M12,University of Windsor,W,42,1
M12,University of Windsor,W,43,0
M12,University of Windsor,W,44,1
M12,University of Windsor,W,45,1
M12,University of Windsor,W,46,1
M12,University of Windsor,W,47,1
M12,University of Windsor,W,48,1
M12,University of Windsor,W,49,1
M12,University of Windsor,W,50,1
M12,University of Windsor,W,51,1
M12,University of Windsor,W,52,1
M12,University of Windsor,W,53,1
M12,University of Windsor,W,54,1
M12,University of Windsor,W,55,1
M12,University of Windsor,W,56,1
M12,University of Windsor,W,57,1
M12,University of Windsor,Th,24,1
M12,University of Windsor,Th,25,1
M12,University of Windsor,Th,26,1
M12,University of Windsor,Th,27,1
M12,University of Windsor,Th,28,0
M12,University of Windsor,Th,29,1
M12,University of Windsor,Th,30,1
M12,University of Windsor,Th,31,1
M12,University of Windsor,Th,32,1
M12,University of Windsor,Th,33,1
M12,University of Windsor,Th,34,1
M12,University of Windsor,Th,35,1
M12,University of Windsor,Th,36,1
M12,University of Windsor,Th,37,0
M12,University of Windsor,Th,38,0
M12,University of Windsor,Th,39,1
M12,University of Windsor,Th,40,1
M12,University of Windsor,Th,41,1
M12,University of Windsor,Th,42,1
M12,University of Windsor,Th,43,0
M12,University of Windsor,Th,44,1
M12,University of Windsor,Th,45,1
M12,University of Windsor,Th,46,1
M12,University of Windsor,Th,47,1
M12,University of Windsor,Th,48,1
M12,University of Windsor,Th,49,1
M12,University of Windsor,Th,50,1
M12,University of Windsor,Th,51,1
M12,University of Windsor,Th,52,1
M12,University of Windsor,Th,53,1
M12,University of Windsor,Th,54,1
M12,University of Windsor,Th,55,1
M12,University of Windsor,Th,56,1
M12,University of Windsor,Th,57,1
M12,University of Windsor,F,24,1
M12,University of Windsor,F,25,1
M12,University of Windsor,F,26,1
M12,University of Windsor,F,27,1
M12,University of Windsor,F,28,0
M12,University of Windsor,F,29,1
M12,University of Windsor,F,30,1
M12,University of Windsor,F,31,1
M12,University of Windsor,F,32,1
M12,University of Windsor,F,33,1
M12,University of Windsor,F,34,1
M12,University of Windsor,F,35,1
M12,University of Windsor,F,36,1
M12,University of Windsor,F,37,0
M12,University of Windsor,F,38,0
M12,University of Windsor,F,39,1
M12,University of Windsor,F,40,1
M12,University of Windsor,F,41,1
M12,University of Windsor,F,42,0
M12,University of Windsor,F,43,0
M12,University of Windsor,F,44,0
M12,University of Windsor,F,45,0
M12,University of Windsor,F,46,0
M12,University of Windsor,F,47,0
M12,University of Windsor,F,48,1
M12,University of Windsor,F,49,1
